제목,카테고리
삼성에스원 채용상담회 일정 안내,미분류
한국농수산식품유통공사 채용상담회 일정 안내,미분류
2024학년도 부산대학교 학생 핵심역량 진단(PNU-CESA*) 실시 안내,미분류
학부교육 실태조사(K-NSSE*) 실시 안내,미분류
삼성생명 채용상담회 일정 안내,미분류
2024 하반기 SK주식회사 C&C 신입사원 모집 (8/29~9/19),미분류
[롯데그룹] 3·6·9·12 예측가능한 롯데그룹 9월 채용 오픈 (09/05~),미분류
"[현대카드|현대커머셜] 2024 신입 인재 모집(~9/9(월), 10:00)",미분류
[2025 뷰웍스 대졸 신입사원 대규모 공개채용] (~9/23),미분류
2024년 새한영어영문학회 가을 학술대회 논문 발표 신청,미분류
2024 DB손해보험 신입사원 공개채용 모집,미분류
[기타] [고고학과] 2024 세계국가유산산업전 「과거를 빚는 손길; 고고학자의 작업실」 부스 운영 안내,미분류
[홍보·안내] [국립대육성 2-5-1] 2024학년도 부산대학교 학생 핵심역량 진단(PNU-CESA) 상시 실시 안내,미분류
[취업] 삼성전자 DS부문 TSP총괄 채용상담회,미분류
[OCI] 2024년 신입연구원 수시 및 산학장학생 모집,미분류
[삼성E&A] 2024년 하반기 3급 신입사원 채용,미분류
스마트시티 초청특강 24.09.06,미분류
[취업전략과] 삼성SDI 채용상담회 일정 안내 (9/4(수)),미분류
「우라늄 자원개발사업 및 기술 」교육 안내,미분류
2024학년도 2학기 우덕재단 신규 장학생 추천 안내,미분류
[학부] 2024 부산대학교 학생 핵심역량 진단(PNU-CESA) 안내,미분류
(양산) 범어고등학교 계약제교원(기간제교사) 채용,미분류
"[부산대 AI 콜로퀴엄 2024] 9/6(금) 김동환 (주)포티투마루 대표이사, 도메인 특화 초거대 AI 상용 사례",미분류
"제16회 소외된 이웃과 함께하는 창의설계 경진대회 - 10.26(토), 10:00~17:00, 대전 국립중앙과학관 대광장, 사이언스홀(온.오프라인)",미분류
2025학년도 단위기관간 협정에 따른 파견 교환학생 모집 안내(일본 간다외어대학),미분류
부산DSA 일본 취업 연계과정 안내,미분류
[전공특화비교과]2024 항공우주 학.경.공 참가 지원프로그램 추가 모집,미분류
[S-OIL] 채용상담회 안내(9/11),미분류
[LIG넥스원] 채용상담회 안내(9/11),미분류
2024 부산 해양데이터 해커톤 개최,미분류
2024 학부신입생(미 이수자) 9월 도서관 이용교육 안내,미분류
한국전자통신연구원(ETRI) 25년도 1차 정규직 및 실무직 공개 채용 안내(~9/10),미분류
외국인 학생을 위한 국악 여행 콘서트 개최 안내,미분류
2024년 하반기 지식재산권 2차 교육 온라인 자율강좌 실시 안내,미분류
북구육아종합지원센터 직원 채용 공고(시간제보육교사) : ~9/12(목) 12:00,미분류
[LIG넥스원] 2024년 하반기 공개채용 (~24.9.15),미분류
[바디프랜드] 채용 홍보 (9/30),미분류
[비교과] [효원상담원] 2024학년도 9월 『생명존중지킴이 양성교육』 신청 안내,미분류
[비교과] [효원상담원] 2024학년도 9월 『도박문제 예방교육』 신청 안내,미분류
"[기타] [효원상담원] 개강맞이"" 마음체크하고 마음돌봄배터리로 마음챙김 하세요~""",미분류
(학부생 대상) 원자력분야 인력양성사업 설명회:9.23(월)12:00,미분류
[BK21 대학원혁신]2024-2학기 글로벌 연구역량 강화를 위한 연구조교(RA) 운영 및 신청 안내(~9월 6일 금요일 오전),미분류
[LINC 3.0] 24학년도 2학기 캡스톤디자인 교과목 과제 지원 설명회 개최,미분류
"9월 채용상담회 일정 안내(삼성SDI, 한국재료연구원, 삼성전자, 포스코)",미분류
[취업전략과] S-OIL 채용상담회 (2024.9.11.(수)),미분류
2024년도 APCC 기후정보 생산 및 활용 사용자워크숍 개최 안내,미분류
[신입생 중 해당자] 2024학년도 학부 신입생 도서관 이용교육 추가 실시 안내,미분류
제5회 PNU 창의융합 SW해커톤 최종 결과물 사전 온라인 인기 투표 안내,미분류
[언어정보학과] '지역 언어의 탐색' 3강 개최 안내,미분류
[장학]앨트웰민초장학재단 25기 장학생 선발 안내,미분류
[장학]2024년도 제5기 경원장학생 선발 안내,미분류
[부산울산지방병무청] 2024년 보건복지분야 사회복무요원 SNS 영상 공모전 참여,미분류
[(재)부산테크노파크] 「FLY ASIA 2024 어워즈 시민평가단」 모집,미분류
2024학년도 PNU 성.인권 특강 안내(학부 및 대학원생 ),미분류
[산업인공지능] 2024.2학기 근로봉사 장학생 모집(~9/6),미분류
[산업인공지능] 융합학술동아리 활동 지원 안내(~9/6 14시),미분류
[산업인공지능] 자기주도학습(멘토링) 역량강화 지원 안내(~9/6 14시),미분류
[신한은행] 2024년 디지털/ICT 인재 모집 안내,미분류
"[한국남부발전] 제5회 KOSPO 부산,울산 정보보안 경진대회(해킹대회) 참가 안내",미분류
2024학년도 PNU 성·인권 특강(취업역량강화를 위한 성인지 UP! UP!) 개최,미분류
[식영/학부] 단위기관 파견 프로그램(태국 방콕 Kasetsart 대학)관련 안내,미분류
2024학년도 2학기 대체과목 지정 신청서 제출(~9/12),미분류
"대한상사중재원 제17기 조정전문가 기본과정, 2024년 건설클레임 실무전문가 과정 안내",미분류
2025학년도 법학전문대학원 자체입학설명회 신청자 대상 접속 방법 안내,미분류
교육대학원 틈새학습 공간 이용 안내,미분류
2024년 하반기 한미그룹 인재모집[공개채용],미분류
"[NomadHer] 글로벌 스타트업 노매드헐 She Can Travel Busan"" 페스티벌에 초대합니다.""",미분류
(주)바디프랜드 부문별 신입/경력직 채용,취업 정보
한샘 홈 인테리어 디자이너 산학채용(58기),미분류
[DB그룹]2024 하반기 DB그룹 신입사원 공개채용,미분류
"[BK21] 사단법인 부산인권플랫폼 파랑 2024 부산인권아카데미 하반기 강좌 안내(9.30.(월),10.28.(월), 11.25.(월) 19시, 파랑교육실)",미분류
[알림] 『2024학년도 PNU 성·인권 특강(취업역량강화를 위한 성인지 UP! UP!)』 개최,미분류
"[한미그룹] (한미약품, 한미사이언스) 하반기 대규모 공개 채용 홍보 및 지역인재 추천 공고( ~9/22)",미분류
[BGF로지스] 2024년 3분기 신입 및 경력사원 공개채용 공고(~9/18),미분류
2024학년도 전공특화 비교과 <영어회화클럽> 프로그램 참여자 모집,미분류
2024년 하반기 BGF리테일 신입사원 공개채용,미분류
[부산대IDEC] 2024년 `반도체설계 경진대회` 개최(일정 변경),미분류
[한국항공우주산업(KAI)] 채용상담회 안내(9/11~9/12),미분류
[학생처] 2학기 교육기부 및 해외도전과체험 등 학생참여 프로그램 설명회 참여 안내,미분류
한국항공우주산업(KAI) 채용상담회 일정 안내,미분류
2024학년도 2학기 대동장학재단 장학생 추천 안내 (학생 신청: 9/10 18:00까지),미분류
"[SW융합교육원] 부산시 주최 DIVE 2024"" (글로벌 데이터 해커톤 대회 개최 안내 (접수기간 연장 ~09.10 까지)""",미분류
2024학년도 2학기 어도비(Adobe) 프로그램 공동구매 추진 안내,미분류
2024년 영남권 프랑스어 경연대회,미분류
[국립대육성] 2024 인문대 신입생을 위한 전공능력 프로그램-유튜브 콘텐츠 공모전 개최 안내,미분류
"[안녕, 예술가] 문화예술교육프로그램 안내(식물, 산책가 프로그램 ~9.6.(금)18시, 선착순)",미분류
[홍보·안내] 2024학년도 2학기 교육기부 및 학생참여 프로그램 설명회 시행 안내,미분류
[미래형자동차 사업단] 2024 미래자동차 취업특강 안내 (9/27) - (취업에 도움이 되는) 자동차 산업의 트렌드 및 이슈,미분류
[한화엔진] 채용상담회 개최,미분류
"[기타]2024학년도 PNU 성,인권 특강(취업역량강화를 위한 성인지 Up! UP!) 안내",미분류
한국재료연구원 채용상담회 일정안내(9/6),미분류
[철강협회] 철강산업 직무특강 및 현장견학(9.25/수) - 선착순 30명 모집,미분류
[한국삼공] 2024년 하반기 대규모 채용 공고(~9/20),미분류
2024년 한국과학창의재단 하반기 위촉직 채용 공고(기록물관리 - 육아휴직대체),미분류
현대위아 채용상담회 일정 안내,미분류
2024년도 하반기 국립기상과학원 공무직 등 근로자 채용 계획 공고,미분류
[장학] (재)경주시장학회 2024년 장학생 선발 공고,미분류
[장학]포항시장학회 2024년 대학교 장학생 선발 공고,미분류
[부산대몰] 부산대몰 온·오프라인 매장 운영시간 변경 및 명절 휴무 안내,미분류
[취업전략과] 대기업 직무적성검사(삼성 GSAT) 및 공기업 NCS 모의고사·특강 실시 안내,미분류
[(재)부산테크노파크] DIVE 2024 (글로벌 데이터 해커톤) 참가자 모집 홍보,미분류
[부산정보산업진흥원] 2024 K-ICT Week in Busan “글로벌 ICT 컨퍼런스” 홍보,미분류
[경영연구원] 디지털경영 전문가 양성과정 Lv.1 및 Lv.2 참가신청 공고,미분류
아모레퍼시픽 2024 하반기 신입채용 일반 전형 (~9/23),미분류
[대한상공회의소] 2024 DLCA Tech-Tree CON 참가 신청(~9/20),미분류
[모집] 2024 PNU SW스터디그룹 모집 (~9/20 마감),미분류
2024 머신러닝 실무교육(DSAC M3) 참가자 모집 안내,미분류
[SW융합교육원] 2024년 제 22회 TOPCIT 정기평가 안내,미분류
[소프트웨어융합교육원] 2024 PNU 스터디그룹 모집 (~9/20 마감),미분류
"[학부 3,4학년] 2024학년도 2차 대기업 직무적성검사(삼성 GSAT) 및 3차 공기업 NCS 모의고사·특강 신청 안내",미분류
[교류/교환/파견/어학연수] [일어일문학과] 2025학년도 1학기 단위기관간 협정에 따른 파견 교환학생 추천 안내,미분류
학생인건비 제도 개선 관련 설명회 개최 안내,미분류
[SW융합트랙] [sw융합트랙] 국방연구소 실무자 특강 '전자도서관 시스템 실무',미분류
[2024 글로벌 콘텐츠 페스티벌 in 순천] 학생 애니메이션 어워즈,미분류
2024년 제13회 도로경관디자인 대전,미분류
센텀에 있는 수학학원에서 조교를 모집합니다,미분류
현대모비스 2024 하반기 신입채용 (연구직/관리직),미분류
[세방전지] 채용 홍보 및 채용 추천 안내(~9/11),미분류
"[소프트웨어융합교육원]2024 PNU SW취업특강 - SW개발자 커리어도 쌓고, 취업준비도 된다고? 완전 럭키비키잖아!",미분류
디지털 패턴CAD 및 CLO교육생 모집 공고,미분류
[코오롱 FnC] 패션 임팩트 챌린지 2기 시상식 안내,미분류
2024년 하반기 연구실안전(집합교육) 알림,미분류
2024학년도 2학기 형사재판실무 강의교재 환불 안내 (~9/11 23:55),미분류
[취업-1288] 2025년도 헌법재판소 헌법연구관(보) 임용계획공고 (~9/25 18:00),미분류
[한화에어로스페이스] 2024년 하반기 대규모 신입사원 채용(~09.27),미분류
[조선소] HD현대중공업 설계 직무 설명회,미분류
한화엔진 채용상담회 일정 안내,미분류
[포스코DX] 2024 포스코DX 채용연계형 교육생 모집,미분류
[2학년 2학기] 2024학년도 학교현장이해 신청 알림(~9/11 수),미분류
[교직] 2024학년도 「학교현장이해」 시행 계획 알림,미분류
2024년 하반기 한화오션 신입사원 채용(~9/27),미분류
2024년도 육군3사관학교 교수사관#25 모집 안내,미분류
2024학년도 부산대학교 취업·창업 박람회 행사 진행보조요원 모집 안내,미분류
[입학과]2025학년도 수시모집 학생부종합 입시 관련 아르바이트생 모집 공고,미분류
"[종합교원양성센터] AI·디지털 교원양성 과정 (교수학습 콘텐츠 개발 동아리, 아이온(A.I.ON)) 모집",미분류
"[효원교수아카데미] '이일천하로 마스터하는 챗GPT 프롬프트 작성법'(9/20, 10/10) 특강 안내",미분류
[LINC 3.0] 2024학년도 지식재산권 출원 및 등록 지원 사업 안내,미분류
HD현대 2024 하반기 신입사원 채용상담회,미분류
[취업전략과] 2024 부산지역 대학생 역량강화 네트워크(BUFF) 8기 참여자 모집 안내,미분류
[LINC] 2024 머신러닝 실무교육(DSAC M3) 참가자 모집 안내(~9/23),미분류
"한국항공우주산업 채용상담회 개최 안내(9/11, 9/12)",미분류
2024년도 하반기 교내 연구자 대상 지식재산권 4차 교육 운영 및 신청 안내(지식재산권 개론 및 의약품 발명과 특허전략),미분류
제 5회 한국섬유.패션디자인콘테스트 개최 안내,미분류
「제14기 통일과 법률 아카데미」개최 안내,미분류
[한화시스템] 2024 하반기 학/석사 신입사원 채용(~9/27),미분류
2024학년도 2학기 English Lounge 영어회화 스터디원을 모집합니다!(매주),미분류
[기타] 미래시민교육원 'The GOOD School_핀테크 아카데미' 수강생 모집 안내,미분류
[채용] 특허청 AI 분야 전문임기제 특허심사관 채용 설명회 개최 안내,미분류
[모집] 2024학년도 2학기 기장희망꿈나무 대학생 멘토링 참여 멘토 추가 모집 안내,미분류
[기타]2024년도 후기 자연계대학원 전문연구요원 편입대상자 선발 공고 안내,미분류
[한샘] 2024년 하반기 신입사원 공개채용 안내(~9/30),미분류
[특강] 법원도서관 사서 특강 안내,미분류
[기타] 제61회 전국도서관대회전시회 자원봉사자 모집 안내,미분류
[지도교수상담]2024학년도 2학기 지도교수상담사업 시행 안내,미분류
(희망신청)2024학년도 2학기 「수업나눔 릴레이」 신청 안내,미분류
교대원] 2024학년도 2학기 무논문 학위제 신청 안내(9/24~10/8),미분류
한국교육과정평가원 연구직 신규채용 안내,미분류
2024 하반기 기아 신입 채용 (~9/23(월)까지),미분류
[한국패션산업협회] 온라인메타패션플레이그라운드 안내,미분류
[BK21 대학원혁신] 2024학년도 BK21참여대학원생 해외연수 지원사업(추가모집) 안내 ~10월 10일 목요일 오전,미분류
"[교수학습지원센터] 학습전략특강 박영주 변호사 '누구나 흔들리는 시기, 멘탈을 잡아라' 안내 (9월 25일 16:00)",미분류
[장학] (재)고속도로장학재단 장학생 선발 안내,미분류
[부산대 IP중점대학사업단] 로고 디자인 경진대회 개최 안내,미분류
챗 GPT 특강 안내,미분류
[도서관] 대학원생을 위한 연구 주제탐구. 동향 분석 방법 교육,미분류
[취업전략과] 기업체 캠퍼스 리크루팅 일정 확인 방법 안내,미분류
[장학] (재)씨젠의료재단 채용연계형 산학장학생 모집 안내(~10/11),미분류
국회보좌관과정 참가자 모집,미분류
"2024 부산대학교 예술대학 기획전시, 공연회",미분류
[DRB] 2024년 하반기 영업직군 신입사원 채용,미분류
[미래자동차 취업선배 멘토링] 사전 신청 안내 9/27(금) 오후 2시~3시,미분류
[IDEC] 2024년 부산대학교 IDEC 반도체설계 경진대회 안내,미분류
"[학생과] 지능정보서비스(인터넷, 스마트폰) 과의존 예방교육 컨텐츠 시청 안내(전 재학생 1개 이상 시청 의무)",미분류
[기타]부산대학교 역사관 관람 및 이용방법 안내,미분류
"[미래차사업단] 현대자동차, 현대모비스 취업 특강 및 멘토링 안내(9/27)- 사전 신청",미분류
[한솔그룹] 2024 한솔그룹 신입사원 공개채용(~9/19),미분류
제12회 2024 AI데이터 경진대회(빅콘테스트) 개최,미분류
[학부] 2024학년도 2학기 학습전략 프로그램(특강) 운영 안내,미분류
[창업지원부] 2024 호모 프롬프트 창업 프로젝트 모집 안내,미분류
부산대학교 교수학습지원센터 연구원 채용 공고,미분류
2024-2학기 학습전략 프로그램(특강) 안내,미분류
[금융감독원] 공인회계사 시험제도 개편 관련 찾아가는 설명회 개최 안내,미분류
"LG유플러스 9.23(월) 사옥초청 테크 컨퍼런스 <유플텍플> *현직자 강연 및 직무 상담 네트워킹, 경품 증정 등",미분류
[그렙] 2024 DLCA 코딩 라이브 챌린지(일반 부문) 개최 안내,미분류
"[교직, 교대원] 2024-2학기「응급처치 및 심폐소생술 실습」실시 안내",미분류
2024년 11월 별정직(계약직)모집공고,미분류
2024학년도 학부교육 실태조사(K-NSSE) 실시 안내,미분류
[비교과] [국립대학 육성사업] 2024학년도 2학기 학습전략 프로그램(특강) 운영 안내,미분류
[비교과] [나노생명과학도서관(밀양)] <사서와 함께하는 Reading & Watching 초청특강> 참가 신청 안내,미분류
[수업] 화공생명공학 최신동향 수강자용 콜로키움 참석 확인서,미분류
[한국에너지기술평가원] 2024년도 제2차 신규직원 채용 공고,미분류
[한국화학연구원] 정규직(무기계약직 포함) 채용 공고 (~10/2),미분류
2025년 상지건축 신입사원 공개채용,미분류
2024 한미 언론교류 프로그램 참석 신청,미분류
[지방시대위원회] 2024 NABIS 균형발전 빅데이터 분석 공모전 안내(1차접수 : ~2024.9.30),미분류
교대원] 2024학년도 2학기 학위논문제출 자격시험(종합시험) 일정 안내(업데이트중),미분류
박물관 「가온·나래」 이용 및 대관 신청 안내,미분류
"70주년 기념 콘서트 No.1 _ IBS Joint Concert 개최 9/20(금),오후 5시",미분류
[부산광역시글로벌도시재단] 2024 글로벌 역량키움 아카데미 수강생 모집,미분류
[부산광역시] 「2024년 제15회 가을독서문화축제」개최,미분류
[해운대구] 「2024 해운대 청년주간 페스티벌」참여,미분류
[부산광역시금정구] 『2024 부산 금정 관광사진 공모전』안내,미분류
[부산울산지방병무청] 부산대학교 찾아가는 「청춘디딤돌 병역진로설계」행사 홍보,미분류
[부산광역시금정구] 제8회「라라라 페스티벌」프로그램 참여 동아리 모집,미분류
[기술사업부] 2024년도 하반기 지식재산권 5차 교육과정 운영 및 신청 안내(지식재산권 기초 및 IT분야 사례를 통한 출원전략),미분류
[효원상담원] 마음건강특강 『더비기닝(조기정신증 이해)』 신청 안내,미분류
[교수학습지원센터] 2024-2학기 학습플러스 코칭 동아리 모집 안내,미분류
(재)추천시민장학재단 2024년 하반기 봄내장학생 선발 안내,미분류
(재)달서인재육성장학재단 2024년도 하반기 장학생 선발 안내,미분류
[창업지원단] 2024 취업·창업 한마당 박람회 - 창업 ZONE 개최 안내,미분류
[장학](재)익산사랑장학재단 2024년 2학기 다다익산 장학생 선발 안내,미분류
[부산광역시청소년활동진흥센터] 2024년도 부산광역시 청소년자원봉사대회 모집,미분류
[부산광역시] 2024년 대학(원)생 비전공자 ICT 인력양성 오픈캠퍼스 교육과정 홍보,미분류
[(재)부산문화재단] 2024 부산 사회참여예술 가치확산 공모전 참여 안내,미분류
RIST(포항산업과학연구원) 공개채용 공고 게시 협조 요청 건 (~9.23까지),미분류
[소프트웨어융합교육원] 2024 PNU SW스터디그룹 선정결과 발표,미분류
[취업전략과] 2024학년도 2차 대기업 직무적성검사(삼성 GSAT) 및 공기업 NCS 모의고사·특강 신청 안내(~9/19),미분류
2025학년도 1학기 정규학기 해외파견(교환 및 교비) 프로그램 3차 선발 안내,미분류
[취업전략과] 찾아가는 병역진로설계 프로그램 안내,미분류
[부산대기술지주] 기술창업주간「PNU Tech Biz Week 2024」개최 안내,미분류
[채용] 센디 2024 안드로이드 주니어 개발자 채용 안내,미분류
2024학년도 후기 파안장학문화재단 장학생 선발 안내,미분류
【추천공모전】 [2024 글로벌 콘텐츠 페스티벌 in 순천] 도전! AI 영상 공모전,미분류
[부산대 K-하이테크 플랫폼](추가 개설)'ChatGPT Skill UP'특강 수강생 모집,미분류
사단법인 올 제10회 젠더와 법 아카데미 안내,미분류
[공지] 2025학년도 심화과정 영재교육대상자(제27기) 선발 모집요강 공고,미분류
[공지] 심화과정 가을학기 특별 프로그램 일정 안내,미분류
2024 우성그룹 공개채용,미분류
2024년 하반기 RIST 공개 채용 | 연구직 | 기술직 | 행정직,미분류
[국립대학 육성사업] 2024학년도 2학기 학습전략 프로그램(특강) 운영 안내,미분류
[IP중점대학사업단] 로고 디자인 경진대회 안내(~9.30.(월)(학부생/대학원생),미분류
[홍보·안내] [국립대학 육성사업] 2024학년도 2학기 학습전략 프로그램(특강) 운영 안내,미분류
[교수학습지원센터] 2024학년도 2학기 학습플러스 코칭 동아리 운영,미분류
[교수학습지원센터] 2024학년도 2학기 학습전략 프로그램(특강)실시,미분류
[미래차사업단] 미래자동차 취업특강 및 멘토링 안내,미분류
[교수학습지원센터] 2024학년도 2학기 학습전략 프로그램(특강) 개최,미분류
[교수학습지원센터] 2024학년도 2학기 학습플러스 코칭 동아리 운영 안내,미분류
[연구]부실 학술활동 예방을 위한 건전학술활동지원시스템(SAFE) 활용 안내,미분류
2024학년도 전기(2024.2학기) 대학원(일반 및 환경) 학위청구논문 심사계획 및 박사 프로포절 알림,미분류
스마트시티 초청특강 24.09.20.,미분류
[국립대학 육성사업] 2024학년도 2학기 학습전략 프로그램(특강) 운영 안내,미분류
[국립대육성2-3-3] 2024학년도 비교과(전공능력)수학전공과목 스터디 지원사업 안내,미분류
[국립대육성2-3-3] 2024학년도 비교과 (전공능력) 신입생 수학전공과목 스터디 그룹 지원사업 안내,미분류
[국립대학 육성사업] 2024학년도 2학기 학습전략 프로그램(특강) 운영 안내,미분류
[국립대육성] 2024학년도 2학기 학습전략 프로그램(특강) 실시,미분류
10월수체,미분류
[IP중점대학사업단] 로고 디자인 경진대회 홍보 협조 요청,미분류
2024학년도 2학기 지도교수 추천 및 추천서 제출 안내(~9/19(목)까지),미분류
부산대학교 교수학습지원센터 연구원 채용 공고,미분류
2024년 하반기 연구실안전(집합)교육 시행 알림,미분류
2024년 조선해양미래혁신인재양성센터 부산대학교 수소선박기술센터 실습과정 프로그램 모집 안내,미분류
[입학과] 2025학년도 수시모집 학생부종합 입시 관련 아르바이트생 모집 공고(추가모집),미분류
기업체 캠퍼스 리크루팅 일정 확인 방법 안내,미분류
부산대학교 예술대학 2024 예술의 바다 기획 전시.공연 개최 알림,미분류
박물관 「가온·나래」 이용 및 대관 신청 안내,미분류
대학원생을 위한 연구 주제탐구·동향 분석 방법 교육 신청 안내,미분류
[부산대 약학대학] 박종철 명예교수 특강 안내,미분류
"Sophia January Session2025 (Short-term program)참가 안내(자비부담,개별지원 프로그램)",미분류
UNIST 생활지원팀 계약직(대체인력) 채용 공고,미분류
[한화시스템] 2024년 하반기 온라인 라이브 채용 설명회,미분류
[학교행사] [국립대육성] 뇌과학자 장동선 초청 저자와의 만남 <행복은 뇌 안에> 참여 안내,미분류
[기타] 2024년 일본군'위안부'문제연구소 학술 콜로키움 개최,미분류
[창업지원단] 2024년 창업중심대학 창업 한마당 박람회 개최,미분류
[화학] SciFinder 교육 안내 (9/20),미분류
2025학년도 학교법인 중산학원(중산고등학교) 신규교사 초빙 공고,미분류
[LINC 3.0] 2024학년도 1인 크리에이터 동영상 콘텐츠 경진대회 개최 안내,미분류
[효원상담원] 힐링캠프 초대장 ♬,미분류
[종합교원양성센터]「AI·디지털 교원양성 과정(디지털 도구 활용)」참여 선정자 안내,미분류
[데이터사이언스전문대학원] 2025학년도 부산대학교 데이터사이언스전문대학원 석사과정 모집 입학설명회 안내,미분류
[BK21]2024-2학기 디지털금융 교육연구단 대학원생 간담회 개최 안내,미분류
포스코그룹 2024 하반기 대규모 신입사원 채용 (~9.23 15시),미분류
2024 CJ그룹 신입사원 모집 (~10/4),미분류
2024 현대해상 대졸 신입사원 채용 (일반/글로벌) (~10/4(금)18:00까지),미분류
2024 하반기 한화임팩트 신입 채용 (9/2~9/27 15시까지),미분류
(前SBS예능본부) 스튜디오프리즘 예능프로그램 제작관리 직원 모집 / ~9.26(목),미분류
[엘리스랩] Swift 활용 iOS 앱 개발 프로그램 안내,미분류
2024학년도 제35기 부산대학교 연합해외봉사단 참가자 모집 안내,미분류
2025년 서울 아산병원 채용 공고(~10.8),미분류
[홍보] 미래교육박람회 참가 안내(명사 특강 이세돌),미분류
CREATE YOUR MOMENTS??? CJ그룹 2024 하반기 신입사원 모집 14개 계열사에서 채용 진행중!,미분류
"2024년 하반기 GS리테일 편의점사업부, 홈쇼핑사업부 신입사원 채용",미분류
[마감임박] D-3!! (주)한화 글로벌부문_2024년 하반기 신입사원 채용 (~9/23),미분류
[취업정보] (주)한화 글로벌부문_2024년 하반기 신입사원 채용 (~9/23),미분류
[기타] 2025 교육과정 개편관련 공청회 개최 안내,미분류
PNU 대학원 FAIR 안내(9.23.(월)~24.(화) 10시~22시)(시월광장 일대),미분류
[수업] 24-1 정규학기 해외파견 학점인정 및 2024 하계 단기파견 영어연수 프로그렘 학점인정 요청 안내,미분류
[포스코그룹] RIST(포항산업과학연구원) 공개채용 공고 게시 협조 요청 건 (~9.23까지),미분류
"2024 하반기 HD현대 신입사원 채용 (~9/23, 15시까지)",미분류
[Applied Materials Korea] 2024년 하반기 Applied Materials Korea 캠퍼스리크루팅,미분류
2024학년도 동래기초학력지원센터 찾아가는 학습 클리닉 멘토 추가 모집(공고),미분류
[인권센터_국립대육성] 『2024학년도 PNU 부·울·경 성평등 상담 네트워크 사례슈퍼비전』,미분류
[학생처] 2024학년도 2학기 교육기부 및 해외도전과체험 등 학생참여 프로그램 설명회 참여 안내,미분류
[효원상담원] 미디어 디톡스 챌린지 집단상담 신청 안내,미분류
"[이차전지혁신융합대학사업단] 2024학년도 이차전지 분야 전문가 특별 강연 안내(3차, 2024.10.11.)",미분류
[LINC3.0] 동남권 산업체 재직자 직무역량강화사업 온라인 교육(라이프헬스케어 트랙) 실시 안내,미분류
[효원상담원] 2024학년도 9월 『도박문제 예방교육』 신청 안내,미분류
[효원상담원] 2024학년도 9월 『생명존중지킴이 양성교육』 신청 안내,미분류
[경상남도] 「2024 경남 K-디자인 어워드」개최 안내 및 공모 참여,미분류
[교수학습지원센터] (밀양)2024-2학기 학습플러스 코칭 동아리 모집 안내,미분류
[부산광역시 북구] 제11회 낙동강 구포나루 축제 연계행사 '구포댄스파이터' 참가자 모집,미분류
[아동복지실천회 세움] 수용자자녀 인식 개선 영상 공모전 [Stand Firm Film Festa] 학생 참여,미분류
2024년 하반기 하나은행 신입행원 채용(~9/25),미분류
[학생활동인정] 제9회 PNU 대학생 프로그래밍 경진대회(ICPC예선) 모집(~9/27),미분류
【추천공모전】 2024 강콘페스타 숏폼콘테스트,미분류
밀양공공산후조리원 간호사 채용 공고,미분류
『2024학년도 PNU 성·인권 공모전』 개최 안내,미분류
인터코스코리아 2024년 하반기 수시채용,미분류
[학교행사] <2024 부산대학교 드림페스타> 취업·창업 박람회 개최,미분류
[WISET] 메가존클라우드와 함께하는 WISET 글로벌 멘토링 참여자 모집 (~10/6),미분류
2024학년도 2학기 어도비(Adobe) 프로그램 공동구매 추진 안내,미분류
제10회 해외자원개발 바로알기 공모전 참가신청 및 안내,미분류
[국립대육성] 『2024학년도 부산대학교 인권센터 홍 보물찾기』 개최에 따른 협조 요청,미분류
"[교수학습지원센터] 학습전략특강 강의실 변경 안내 '누구나 흔들리는 시기, 멘탈을 잡아라!'",미분류
교양교육원 비교과 프로그램 「대학과 민주」특강 안내,미분류
[미래시민교육원] 핀테크 아카데미 입문과정,미분류
2024년 9월 삼양그룹 신입사원 대규모 모집,미분류
[스마트가전디지털융합전공] 스마트가전디지털융합전공 '25년 입학생 모집 안내(~10/13),미분류
2024년 하반기 지식재산권 3차 교육 온라인 자율강좌 실시 안내,미분류
한국해양수산개발원 자료조사원 모집,미분류
대학생 출판물 불법복제 관련 저작권 교육 이수 안내,미분류
대학원 페어 리플렛,미분류
2024년 전북은행 채용 공고,미분류
2024 부산대 인문대학 유튜브영상 공모전 개최 알림,미분류
유니클로 신입사원(UMC) 채용(~10/9),미분류
한국원자력연구원(대전) 시설 견학 안내:11.15(금),미분류
[ASML Korea] 2024 하반기 ASML Korea 온/오프라인 채용 행사,미분류
"[우리카드] 2024년 우리카드 하반기 신입사원 채용 (~10/4, 18시까지)",미분류
[해외자원산업협회] 실무교육 '딥러닝 빅데이터' 교육생 모집,미분류
IBS 기후물리연구단 학부 연구생 모집 안내,미분류
[일대원] 2024학년도 2학기 논문중간발표회 참가 신청 및 논문 심사 안내,미분류
[전체] 한국학중앙연구원 장서각 연계 국가기록원 기록 탐방 프로그램 신청 안내,미분류
[IP중점대학사업단] IPAT(지식재산능력시험) 대비반 학생 모집 안내,미분류
[부산광역시낙동강관리본부] 2024년 제3회 가을 환경교육 체험행사 홍보 및 자원봉사 참여,미분류
[부산광역시금정구] 2024. 10. 16. 금정구청장 보궐선거 일반투표사무원 모집,미분류
"[부산대 AI 콜로퀴엄 2024] 10/11(금) 김 선 서울대학교 교수, Introduction to AI Technologies for Drug Discovery",미분류
2024년 2학기 오픈소스SW특강 안내,미분류
